"","inventory_date","inventory_start_time","plot_key","initials_of_nearest_road","new_plot_key","crew","area_of_ranch","short_description_of_treament","any_other_description_of_treatment","treatment_year","weather","inventory_end_time","x","y","what_is_the_percent_slope_nearest_integer","are_there_trees_present","are_there_seedlings_present","are_there_saplings_present","any_notes_about_site","alive_or_dead","crown_height_m","crown_light_exposure","crown_position","dbh_cm_tree","epicormic_growth_present","percent_dieback","total_height_m_tree","tree_species","what_if_any_disease_damage_present","size_class","dbh_cm_sapling","total_height_m_sapling","number_of_seedlings","browse_count","other_count","sprucebudworm_count","mechanicaldamage_count","defoliation_count","aspenbud_count","galls_count","douglasfiradelgid_count","browse_presence","insect_presence","other_damage_presence","no_damage_presence"
"176","6/13/2023 6:00:00 PM","09:19","116","BL","FM_BL_116_2023","JC,RM,TM","Baldies","UNKNOWN","",2021,"sunny","09:19",-105.282848775485,37.3518442316329,44,"Yes","Yes","Yes","In a skid","living",7.2,5,2,26.5,"Yes",10,9.9,"ABCO","galls,sprucebudworm","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","1","0","0"
"177","6/8/2023 6:00:00 PM","10:51","139","MB","FM_MB_139_2023","JC,ML,RM,TM","Baldies","UNKNOWN",NA,2021,"sunny","10:51",-105.278948173025,37.345801759546,NA,NA,NA,NA,NA,"living",4,5,2,16.5,"No",50,7.4,"PSME","none","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","1"
"178","6/13/2023 6:00:00 PM","10:26","117","BL","FM_BL_117_2023","JC,RM,TM","Baldies","UNKNOWN","",2021,"partly_cloudy","10:26",-105.285168467188,37.3490845319231,39,"Yes","Yes","No","In a skid","living",5.8,5,4,25.5,"No",15,11.6,"PSME","none","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","1"
"179","6/8/2023 6:00:00 PM","10:51","139","MB","FM_MB_139_2023","JC,ML,RM,TM","Baldies","UNKNOWN",NA,2021,"sunny","10:51",-105.278948173025,37.345801759546,NA,NA,NA,NA,NA,"living",8.5,5,4,24.5,"Yes",20,10.3,"PSME","none","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","1"
"180","6/13/2023 6:00:00 PM","10:26","117","BL","FM_BL_117_2023","JC,RM,TM","Baldies","UNKNOWN","",2021,"partly_cloudy","10:26",-105.285168467188,37.3490845319231,39,"Yes","Yes","No","In a skid","dead",NA,NA,NA,17,"",NA,5,"PSME","mechanicaldamage","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","1","0"
"181","6/8/2023 6:00:00 PM","10:51","139","MB","FM_MB_139_2023","JC,ML,RM,TM","Baldies","UNKNOWN",NA,2021,"sunny","10:51",-105.278948173025,37.345801759546,NA,NA,NA,NA,NA,"living",9.7,5,2,31,"No",5,12.3,"PSME","mechanicaldamage","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","1","0"
"182","6/13/2023 6:00:00 PM","10:26","117","BL","FM_BL_117_2023","JC,RM,TM","Baldies","UNKNOWN","",2021,"partly_cloudy","10:26",-105.285168467188,37.3490845319231,39,"Yes","Yes","No","In a skid","dead",NA,NA,NA,12.5,"",NA,9.5,"PSME","mechanicaldamage","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","1","0"
"183","6/8/2023 6:00:00 PM","10:51","139","MB","FM_MB_139_2023","JC,ML,RM,TM","Baldies","UNKNOWN",NA,2021,"sunny","10:51",-105.278948173025,37.345801759546,NA,NA,NA,NA,NA,"living",7.3,5,2,18.5,"Yes",5,8.8,"PSME","galls","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","1","0"
"184","6/13/2023 6:00:00 PM","10:26","117","BL","FM_BL_117_2023","JC,RM,TM","Baldies","UNKNOWN","",2021,"partly_cloudy","10:26",-105.285168467188,37.3490845319231,39,"Yes","Yes","No","In a skid","living",2.6,4,3,12.5,"No",20,4.7,"PSME","canker,winddamage,mechanicaldamage","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","1","0"
"185","6/8/2023 6:00:00 PM","10:51","139","MB","FM_MB_139_2023","JC,ML,RM,TM","Baldies","UNKNOWN",NA,2021,"sunny","10:51",-105.278948173025,37.345801759546,NA,NA,NA,NA,NA,"living",6.5,5,2,21.5,"No",5,8.6,"PSME","sapsucker","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","1","0"
"186","6/13/2023 6:00:00 PM","10:26","117","BL","FM_BL_117_2023","JC,RM,TM","Baldies","UNKNOWN","",2021,"partly_cloudy","10:26",-105.285168467188,37.3490845319231,39,"Yes","Yes","No","In a skid","living",12.8,5,4,28,"No",25,15.4,"PSME","none","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","1"
"187","6/8/2023 6:00:00 PM","10:51","139","MB","FM_MB_139_2023","JC,ML,RM,TM","Baldies","UNKNOWN",NA,2021,"sunny","10:51",-105.278948173025,37.345801759546,NA,NA,NA,NA,NA,"living",7.6,5,4,27,"No",0,10.7,"PIPO","none","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","1"
"188","6/8/2023 6:00:00 PM","11:45","140","MB","FM_MB_140_2023","JC,ML,RM,TM","Baldies","UNKNOWN",NA,2021,"sunny","11:45",-105.279568350041,37.3430534592246,NA,NA,NA,NA,NA,"living",5,5,4,27,"No",0,10,"POTR","browse","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","1","0"
"189","6/13/2023 6:00:00 PM","10:26","117","BL","FM_BL_117_2023","JC,RM,TM","Baldies","UNKNOWN","",2021,"partly_cloudy","10:26",-105.285168467188,37.3490845319231,39,"Yes","Yes","No","In a skid","dead",NA,NA,NA,20.5,"",NA,11.4,"PSME","mechanicaldamage,sapsucker","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","1","0"
"190","6/8/2023 6:00:00 PM","11:45","140","MB","FM_MB_140_2023","JC,ML,RM,TM","Baldies","UNKNOWN",NA,2021,"sunny","11:45",-105.279568350041,37.3430534592246,NA,NA,NA,NA,NA,"living",3.3,5,3,15.5,"No",5,4.7,"PIPO","mechanicaldamage","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","1","0"
"191","6/13/2023 6:00:00 PM","10:26","117","BL","FM_BL_117_2023","JC,RM,TM","Baldies","UNKNOWN","",2021,"partly_cloudy","10:26",-105.285168467188,37.3490845319231,39,"Yes","Yes","No","In a skid","living",10.9,5,4,27,"No",15,14.1,"PSME","none","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","1"
"192","6/8/2023 6:00:00 PM","11:45","140","MB","FM_MB_140_2023","JC,ML,RM,TM","Baldies","UNKNOWN",NA,2021,"sunny","11:45",-105.279568350041,37.3430534592246,NA,NA,NA,NA,NA,"living",7.6,5,4,28.5,"No",20,14.3,"PSME","sprucebudworm","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","1","0","0"
"193","6/13/2023 6:00:00 PM","10:26","117","BL","FM_BL_117_2023","JC,RM,TM","Baldies","UNKNOWN","",2021,"partly_cloudy","10:26",-105.285168467188,37.3490845319231,39,"Yes","Yes","No","In a skid","dead",NA,NA,NA,16.5,"",NA,9.6,"PSME","none","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","1"
"194","6/8/2023 6:00:00 PM","11:45","140","MB","FM_MB_140_2023","JC,ML,RM,TM","Baldies","UNKNOWN",NA,2021,"sunny","11:45",-105.279568350041,37.3430534592246,NA,NA,NA,NA,NA,"living",11.4,5,4,30,"No",20,13.8,"PSME","none","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","1"
"195","6/13/2023 6:00:00 PM","10:26","117","BL","FM_BL_117_2023","JC,RM,TM","Baldies","UNKNOWN","",2021,"partly_cloudy","10:26",-105.285168467188,37.3490845319231,39,"Yes","Yes","No","In a skid","dead",NA,NA,NA,14.5,"",NA,8.7,"PSME","none","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","1"
"196","6/8/2023 6:00:00 PM","11:45","140","MB","FM_MB_140_2023","JC,ML,RM,TM","Baldies","UNKNOWN",NA,2021,"sunny","11:45",-105.279568350041,37.3430534592246,NA,NA,NA,NA,NA,"living",4.8,5,3,17.5,"No",5,6.7,"PSME","none","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","1"
"197","6/13/2023 6:00:00 PM","10:26","117","BL","FM_BL_117_2023","JC,RM,TM","Baldies","UNKNOWN","",2021,"partly_cloudy","10:26",-105.285168467188,37.3490845319231,39,"Yes","Yes","No","In a skid","dead",NA,NA,NA,16,"",NA,3.4,"PSME","winddamage","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","1","0"
"198","6/8/2023 6:00:00 PM","11:45","140","MB","FM_MB_140_2023","JC,ML,RM,TM","Baldies","UNKNOWN",NA,2021,"sunny","11:45",-105.279568350041,37.3430534592246,NA,NA,NA,NA,NA,"living",13.1,5,4,32.5,"No",5,15.6,"PSME","sprucebudworm","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","1","0","0"
"199","6/13/2023 6:00:00 PM","10:26","117","BL","FM_BL_117_2023","JC,RM,TM","Baldies","UNKNOWN","",2021,"partly_cloudy","10:26",-105.285168467188,37.3490845319231,39,"Yes","Yes","No","In a skid","living",6.5,5,2,30,"No",10,12.8,"PIPO","none","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","1"
"200","6/8/2023 6:00:00 PM","11:45","140","MB","FM_MB_140_2023","JC,ML,RM,TM","Baldies","UNKNOWN",NA,2021,"sunny","11:45",-105.279568350041,37.3430534592246,NA,NA,NA,NA,NA,"living",8.4,5,4,24.5,"No",25,10.3,"PSME","none","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","1"
"201","6/13/2023 6:00:00 PM","10:26","117","BL","FM_BL_117_2023","JC,RM,TM","Baldies","UNKNOWN","",2021,"partly_cloudy","10:26",-105.285168467188,37.3490845319231,39,"Yes","Yes","No","In a skid","dead",NA,NA,NA,10.5,"",NA,6.7,"PSME","none","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","1"
"202","6/8/2023 6:00:00 PM","11:45","140","MB","FM_MB_140_2023","JC,ML,RM,TM","Baldies","UNKNOWN",NA,2021,"sunny","11:45",-105.279568350041,37.3430534592246,NA,NA,NA,NA,NA,"living",4.9,5,4,26,"No",5,11.8,"PSME","sprucebudworm","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","1","0","0"
"203","6/13/2023 6:00:00 PM","10:26","117","BL","FM_BL_117_2023","JC,RM,TM","Baldies","UNKNOWN","",2021,"partly_cloudy","10:26",-105.285168467188,37.3490845319231,39,"Yes","Yes","No","In a skid","living",4.7,5,2,24,"No",10,12,"PSME","mechanicaldamage","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","1","0"
"204","6/8/2023 6:00:00 PM","11:45","140","MB","FM_MB_140_2023","JC,ML,RM,TM","Baldies","UNKNOWN",NA,2021,"sunny","11:45",-105.279568350041,37.3430534592246,NA,NA,NA,NA,NA,"living",9.1,5,4,31,"No",15,13.8,"PSME","sprucebudworm,mechanicaldamage","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","1","0","0"
"205","6/13/2023 6:00:00 PM","10:26","117","BL","FM_BL_117_2023","JC,RM,TM","Baldies","UNKNOWN","",2021,"partly_cloudy","10:26",-105.285168467188,37.3490845319231,39,"Yes","Yes","No","In a skid","living",10.3,5,2,32.5,"No",10,13.7,"PSME","none","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","1"
"206","6/8/2023 6:00:00 PM","13:58","118","MBDE","FM_MBDE_118_2023","JC,ML,RM,TM","Baldies","UNKNOWN",NA,2021,"sunny","13:58",-105.285129826614,37.3449004954075,NA,NA,NA,NA,NA,"living",3.6,4,2,18,"No",25,4.1,"PIED","mechanicaldamage,sprucebudworm","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","1","0","0"
"207","6/13/2023 6:00:00 PM","10:26","117","BL","FM_BL_117_2023","JC,RM,TM","Baldies","UNKNOWN","",2021,"partly_cloudy","10:26",-105.285168467188,37.3490845319231,39,"Yes","Yes","No","In a skid","dead",NA,NA,NA,18,"",NA,10.1,"PSME","mechanicaldamage,sapsucker","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","1","0"
"208","6/8/2023 6:00:00 PM","13:58","118","MBDE","FM_MBDE_118_2023","JC,ML,RM,TM","Baldies","UNKNOWN",NA,2021,"sunny","13:58",-105.285129826614,37.3449004954075,NA,NA,NA,NA,NA,"living",3,4,2,27.5,"Yes",20,4.4,"JUSC","mechanicaldamage,sapsucker","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","1","0"
"209","6/13/2023 6:00:00 PM","10:26","117","BL","FM_BL_117_2023","JC,RM,TM","Baldies","UNKNOWN","",2021,"partly_cloudy","10:26",-105.285168467188,37.3490845319231,39,"Yes","Yes","No","In a skid","dead",NA,NA,NA,12,"",NA,4.5,"PIPO","sapsucker,mechanicaldamage","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","1","0"
"210","6/8/2023 6:00:00 PM","13:58","118","MBDE","FM_MBDE_118_2023","JC,ML,RM,TM","Baldies","UNKNOWN",NA,2021,"sunny","13:58",-105.285129826614,37.3449004954075,NA,NA,NA,NA,NA,"living",2.7,3,2,22.5,"Yes",15,3.2,"JUSC","sapsucker,mechanicaldamage","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","1","0"
"211","6/13/2023 6:00:00 PM","10:26","117","BL","FM_BL_117_2023","JC,RM,TM","Baldies","UNKNOWN","",2021,"partly_cloudy","10:26",-105.285168467188,37.3490845319231,39,"Yes","Yes","No","In a skid","living",4.9,4,2,17,"Yes",15,6.2,"ABCO","winddamage","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","1","0"
"212","6/8/2023 6:00:00 PM","13:58","118","MBDE","FM_MBDE_118_2023","JC,ML,RM,TM","Baldies","UNKNOWN",NA,2021,"sunny","13:58",-105.285129826614,37.3449004954075,NA,NA,NA,NA,NA,"living",12.5,5,4,30,"No",15,14.3,"PSME","none","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","1"
"213","6/13/2023 6:00:00 PM","10:26","117","BL","FM_BL_117_2023","JC,RM,TM","Baldies","UNKNOWN","",2021,"partly_cloudy","10:26",-105.285168467188,37.3490845319231,39,"Yes","Yes","No","In a skid","living",7.6,5,2,37.5,"No",15,15.2,"PIPO","mechanicaldamage","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","1","0"
"214","6/8/2023 6:00:00 PM","13:58","118","MBDE","FM_MBDE_118_2023","JC,ML,RM,TM","Baldies","UNKNOWN",NA,2021,"sunny","13:58",-105.285129826614,37.3449004954075,NA,NA,NA,NA,NA,"living",14,5,2,30,"No",15,15.6,"PSME","none","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","1"
"215","6/13/2023 6:00:00 PM","10:26","117","BL","FM_BL_117_2023","JC,RM,TM","Baldies","UNKNOWN","",2021,"partly_cloudy","10:26",-105.285168467188,37.3490845319231,39,"Yes","Yes","No","In a skid","dead",NA,NA,NA,10.5,"",NA,6.6,"PSME","sapsucker,winddamage","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","1","0"
"216","6/8/2023 6:00:00 PM","13:58","118","MBDE","FM_MBDE_118_2023","JC,ML,RM,TM","Baldies","UNKNOWN",NA,2021,"sunny","13:58",-105.285129826614,37.3449004954075,NA,NA,NA,NA,NA,"living",7.4,2,3,15,"No",5,11.2,"POTR","browse","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","1","0"
"217","6/13/2023 6:00:00 PM","10:26","117","BL","FM_BL_117_2023","JC,RM,TM","Baldies","UNKNOWN","",2021,"partly_cloudy","10:26",-105.285168467188,37.3490845319231,39,"Yes","Yes","No","In a skid","living",9.3,5,4,29,"Yes",10,14.7,"PSME","mechanicaldamage","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","1","0"
"218","6/8/2023 6:00:00 PM","13:58","118","MBDE","FM_MBDE_118_2023","JC,ML,RM,TM","Baldies","UNKNOWN",NA,2021,"sunny","13:58",-105.285129826614,37.3449004954075,NA,NA,NA,NA,NA,"dead",NA,NA,NA,24,"",NA,NA,"PSME","mechanicaldamage","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","1","0"
"219","6/13/2023 6:00:00 PM","10:26","117","BL","FM_BL_117_2023","JC,RM,TM","Baldies","UNKNOWN","",2021,"partly_cloudy","10:26",-105.285168467188,37.3490845319231,39,"Yes","Yes","No","In a skid","dead",NA,NA,NA,26.5,"",NA,4.6,"PSME","winddamage,sapsucker","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","1","0"
"220","6/8/2023 6:00:00 PM","13:58","118","MBDE","FM_MBDE_118_2023","JC,ML,RM,TM","Baldies","UNKNOWN",NA,2021,"sunny","13:58",-105.285129826614,37.3449004954075,NA,NA,NA,NA,NA,"living",1.8,2,3,13,"No",20,4.3,"PSME","none","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","1"
"221","6/13/2023 6:00:00 PM","13:27","110","S","FM_S_110_2023","JC,RM,TM","Baldies","UNKNOWN","",2020,"partly_cloudy","13:27",-105.289516663277,37.3490062449475,46,"Yes","Yes","No","In a skid ","living",7.9,5,2,43.5,"No",15,15.2,"PIPO","mechanicaldamage","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","1","0"
"222","6/8/2023 6:00:00 PM","13:58","118","MBDE","FM_MBDE_118_2023","JC,ML,RM,TM","Baldies","UNKNOWN",NA,2021,"sunny","13:58",-105.285129826614,37.3449004954075,NA,NA,NA,NA,NA,"living",6.3,2,3,14.5,"No",10,10.6,"POTR","mechanicaldamage,browse","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","1","0"
"223","6/13/2023 6:00:00 PM","13:27","110","S","FM_S_110_2023","JC,RM,TM","Baldies","UNKNOWN","",2020,"partly_cloudy","13:27",-105.289516663277,37.3490062449475,46,"Yes","Yes","No","In a skid ","living",8.7,5,4,24,"Yes",20,12.3,"PSME","none","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","1"
"224","6/8/2023 6:00:00 PM","13:58","118","MBDE","FM_MBDE_118_2023","JC,ML,RM,TM","Baldies","UNKNOWN",NA,2021,"sunny","13:58",-105.285129826614,37.3449004954075,NA,NA,NA,NA,NA,"living",3.6,1,3,11.5,"No",30,6.2,"POTR","browse,mechanicaldamage","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","1","0"
"225","6/13/2023 6:00:00 PM","13:27","110","S","FM_S_110_2023","JC,RM,TM","Baldies","UNKNOWN","",2020,"partly_cloudy","13:27",-105.289516663277,37.3490062449475,46,"Yes","Yes","No","In a skid ","living",6.9,5,4,15.5,"Yes",20,10.2,"PSME","none","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","1"
"226","6/8/2023 6:00:00 PM","13:58","118","MBDE","FM_MBDE_118_2023","JC,ML,RM,TM","Baldies","UNKNOWN",NA,2021,"sunny","13:58",-105.285129826614,37.3449004954075,NA,NA,NA,NA,NA,"living",10.4,4,2,35,"No",10,15.8,"PSME","sapsucker","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","1","0"
"227","6/13/2023 6:00:00 PM","13:27","110","S","FM_S_110_2023","JC,RM,TM","Baldies","UNKNOWN","",2020,"partly_cloudy","13:27",-105.289516663277,37.3490062449475,46,"Yes","Yes","No","In a skid ","living",10.2,5,4,29.5,"No",15,13.7,"PSME","mechanicaldamage","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","1","0"
"228","6/8/2023 6:00:00 PM","13:58","118","MBDE","FM_MBDE_118_2023","JC,ML,RM,TM","Baldies","UNKNOWN",NA,2021,"sunny","13:58",-105.285129826614,37.3449004954075,NA,NA,NA,NA,NA,"living",12.7,4,2,36.5,"No",5,14.3,"PSME","none","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","1"
"229","6/13/2023 6:00:00 PM","13:27","110","S","FM_S_110_2023","JC,RM,TM","Baldies","UNKNOWN","",2020,"partly_cloudy","13:27",-105.289516663277,37.3490062449475,46,"Yes","Yes","No","In a skid ","living",8.6,5,4,28,"No",5,12.1,"PSME","mechanicaldamage","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","1","0"
"230","6/8/2023 6:00:00 PM","13:58","118","MBDE","FM_MBDE_118_2023","JC,ML,RM,TM","Baldies","UNKNOWN",NA,2021,"sunny","13:58",-105.285129826614,37.3449004954075,NA,NA,NA,NA,NA,"living",7,2,3,16,"Yes",15,9.5,"PSME","sapsucker","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","1","0"
"231","6/13/2023 6:00:00 PM","13:27","110","S","FM_S_110_2023","JC,RM,TM","Baldies","UNKNOWN","",2020,"partly_cloudy","13:27",-105.289516663277,37.3490062449475,46,"Yes","Yes","No","In a skid ","living",7.6,5,4,22.5,"No",5,11.6,"PSME","mechanicaldamage","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","1","0"
"232","6/8/2023 6:00:00 PM","13:58","118","MBDE","FM_MBDE_118_2023","JC,ML,RM,TM","Baldies","UNKNOWN",NA,2021,"sunny","13:58",-105.285129826614,37.3449004954075,NA,NA,NA,NA,NA,"living",11,5,2,35,"No",15,15.5,"PSME","none","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","1"
"233","6/13/2023 6:00:00 PM","13:27","110","S","FM_S_110_2023","JC,RM,TM","Baldies","UNKNOWN","",2020,"partly_cloudy","13:27",-105.289516663277,37.3490062449475,46,"Yes","Yes","No","In a skid ","living",10,5,4,25,"Yes",15,11.3,"PSME","sprucebudworm","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","1","0","0"
"234","6/8/2023 6:00:00 PM","13:58","118","MBDE","FM_MBDE_118_2023","JC,ML,RM,TM","Baldies","UNKNOWN",NA,2021,"sunny","13:58",-105.285129826614,37.3449004954075,NA,NA,NA,NA,NA,"living",5.3,2,3,16,"Yes",5,7.2,"PSME","mechanicaldamage","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","1","0"
"235","6/13/2023 6:00:00 PM","13:27","110","S","FM_S_110_2023","JC,RM,TM","Baldies","UNKNOWN","",2020,"partly_cloudy","13:27",-105.289516663277,37.3490062449475,46,"Yes","Yes","No","In a skid ","living",6.9,4,3,18.5,"No",15,9.2,"PSME","mechanicaldamage","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","1","0"
"236","6/8/2023 6:00:00 PM","13:58","118","MBDE","FM_MBDE_118_2023","JC,ML,RM,TM","Baldies","UNKNOWN",NA,2021,"sunny","13:58",-105.285129826614,37.3449004954075,NA,NA,NA,NA,NA,"living",1.8,4,3,17,"No",5,6.8,"POTR","canker,mechanicaldamage,browse","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","1","0"
"237","6/13/2023 6:00:00 PM","13:27","110","S","FM_S_110_2023","JC,RM,TM","Baldies","UNKNOWN","",2020,"partly_cloudy","13:27",-105.289516663277,37.3490062449475,46,"Yes","Yes","No","In a skid ","living",9.8,5,4,25.5,"No",5,11.8,"PSME","none","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","1"
"238","6/8/2023 6:00:00 PM","13:58","118","MBDE","FM_MBDE_118_2023","JC,ML,RM,TM","Baldies","UNKNOWN",NA,2021,"sunny","13:58",-105.285129826614,37.3449004954075,NA,NA,NA,NA,NA,"living",9.6,4,2,31,"No",5,11.9,"PSME","none","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","1"
"239","6/13/2023 6:00:00 PM","13:27","110","S","FM_S_110_2023","JC,RM,TM","Baldies","UNKNOWN","",2020,"partly_cloudy","13:27",-105.289516663277,37.3490062449475,46,"Yes","Yes","No","In a skid ","living",8.3,5,4,38,"No",15,15.4,"PIPO","none","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","1"
"240","6/8/2023 6:00:00 PM","13:58","118","MBDE","FM_MBDE_118_2023","JC,ML,RM,TM","Baldies","UNKNOWN",NA,2021,"sunny","13:58",-105.285129826614,37.3449004954075,NA,NA,NA,NA,NA,"living",3.1,2,3,16,"No",25,9.5,"PSME","mechanicaldamage","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","1","0"
"241","6/13/2023 6:00:00 PM","13:27","110","S","FM_S_110_2023","JC,RM,TM","Baldies","UNKNOWN","",2020,"partly_cloudy","13:27",-105.289516663277,37.3490062449475,46,"Yes","Yes","No","In a skid ","living",6.6,5,4,27,"No",10,14.8,"PSME","none","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","1"
"242","6/8/2023 6:00:00 PM","13:58","118","MBDE","FM_MBDE_118_2023","JC,ML,RM,TM","Baldies","UNKNOWN",NA,2021,"sunny","13:58",-105.285129826614,37.3449004954075,NA,NA,NA,NA,NA,"dead",NA,NA,NA,18,"",NA,NA,"POTR","mechanicaldamage,browse","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","1","0"
"243","6/13/2023 6:00:00 PM","13:27","110","S","FM_S_110_2023","JC,RM,TM","Baldies","UNKNOWN","",2020,"partly_cloudy","13:27",-105.289516663277,37.3490062449475,46,"Yes","Yes","No","In a skid ","dead",NA,NA,NA,10.5,"",NA,6.6,"PSME","none","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","1"
"244","6/8/2023 6:00:00 PM","13:58","118","MBDE","FM_MBDE_118_2023","JC,ML,RM,TM","Baldies","UNKNOWN",NA,2021,"sunny","13:58",-105.285129826614,37.3449004954075,NA,NA,NA,NA,NA,"dead",NA,NA,NA,11.5,"",NA,NA,"PSME","canker","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","1","0"
"245","6/13/2023 6:00:00 PM","13:27","110","S","FM_S_110_2023","JC,RM,TM","Baldies","UNKNOWN","",2020,"partly_cloudy","13:27",-105.289516663277,37.3490062449475,46,"Yes","Yes","No","In a skid ","living",4.9,5,4,28.5,"No",15,13.7,"PSME","none","tree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","1"
