"row_id","year","day","month","crew","crew_size","start_time","end_time","minutes","person_minutes","area","plot","road_initials","point_num","treatment_type_short","treatment_type_long","treatment_year","weather","slope","lat","long","tree_id","species","living_dead","dbh","total_height_m","crown_height_m","live_crown_ratio","crown_dieback_percent","insect_disease","browsing_damage","light_exposure","crown_position","notes"
202,2022,13,6,"GT, SA, TM, HA",4,1058,"1139",41,164,"Lakehouse","FM_BH_41","BH",41,"UNKNOWN","UNKNOWN",2009,"SUNNY, CLEAR, WINDY","0.8",37.538501,105.405194,21,"PSME","D",11,3,NA,NA,NA,NA,NA,NA,NA,""
203,2022,13,6,"GT, SA, TM, HA",4,1058,"1139",41,164,"Lakehouse","FM_BH_41","BH",41,"UNKNOWN","UNKNOWN",2009,"SUNNY, CLEAR, WINDY","0.8",37.538501,105.405194,22,"ABCO","L",25,7.9,6.6,83.5443038,0,"Y","N",5,3,"BUDWORM"
204,2022,13,6,"GT, SA, TM, HA",4,1058,"1139",41,164,"Lakehouse","FM_BH_41","BH",41,"UNKNOWN","UNKNOWN",2009,"SUNNY, CLEAR, WINDY","0.8",37.538501,105.405194,23,"PSME","L",23.6,10,5.4,54,0,"Y","N",5,2,""
205,2022,13,6,"GT, SA, TM, HA",4,1315,"1336",21,84,"Lakehouse","FM_BH_39","BH",39,"SALVAGE","SALVAGE",2010,"SUNNY, WINDY, 79","4.8",37.541326,105.40836,1,"PIPO","L",46.9,14.9,10.6,71.1409396,0,"N","N",4,2,""
206,2022,13,6,"GT, SA, TM, HA",4,1315,"1336",21,84,"Lakehouse","FM_BH_39","BH",39,"SALVAGE","SALVAGE",2010,"SUNNY, WINDY, 79","4.8",37.541326,105.40836,2,"PIPO","L",40.9,15.7,7.6,48.40764331,0,"N","N",4,2,""
207,2022,13,6,"GT, SA, TM, HA",4,1315,"1336",21,84,"Lakehouse","FM_BH_39","BH",39,"SALVAGE","SALVAGE",2010,"SUNNY, WINDY, 79","4.8",37.541326,105.40836,3,"PIPO","L",21.7,8.6,5.8,67.44186047,0,"N","N",2,3,""
208,2022,13,6,"GT, SA, TM, HA",4,1315,"1336",21,84,"Lakehouse","FM_BH_39","BH",39,"SALVAGE","SALVAGE",2010,"SUNNY, WINDY, 79","4.8",37.541326,105.40836,4,"PIPO","L",47.2,14.3,10.4,72.72727273,0,"N","N",4,2,""
209,2022,13,6,"GT, SA, TM, HA",4,1315,"1336",21,84,"Lakehouse","FM_BH_39","BH",39,"SALVAGE","SALVAGE",2010,"SUNNY, WINDY, 79","4.8",37.541326,105.40836,5,"PIPO","L",31.1,14,6.1,43.57142857,0,"N","Y",5,4,""
210,2022,13,6,"GT, SA, TM, HA",4,1315,"1336",21,84,"Lakehouse","FM_BH_39","BH",39,"SALVAGE","SALVAGE",2010,"SUNNY, WINDY, 79","4.8",37.541326,105.40836,6,"PIPO","L",29.3,12.2,9.7,79.50819672,0,"N","N",5,4,""
211,2022,13,6,"GT, SA, TM, HA",4,1315,"1336",21,84,"Lakehouse","FM_BH_39","BH",39,"SALVAGE","SALVAGE",2010,"SUNNY, WINDY, 79","4.8",37.541326,105.40836,7,"PSME","D",12.5,5.2,NA,NA,NA,NA,NA,NA,NA,"FUNGUS"
212,2022,13,6,"GT, SA, TM, HA",4,1315,"1336",21,84,"Lakehouse","FM_BH_39","BH",39,"SALVAGE","SALVAGE",2010,"SUNNY, WINDY, 79","4.8",37.541326,105.40836,8,"PIPO","L",30.9,12.2,9.2,75.40983607,0,"N","Y",5,4,""
213,2022,13,6,"GT, SA, TM, HA",4,1315,"1336",21,84,"Lakehouse","FM_BH_39","BH",39,"SALVAGE","SALVAGE",2010,"SUNNY, WINDY, 79","4.8",37.541326,105.40836,9,"PIPO","L",27,10.4,7.5,72.11538462,0,"N","N",4,2,""
214,2022,13,6,"GT, SA, TM, HA",4,1315,"1336",21,84,"Lakehouse","FM_BH_39","BH",39,"SALVAGE","SALVAGE",2010,"SUNNY, WINDY, 79","4.8",37.541326,105.40836,10,"PSME","L",10.3,3.9,3.9,100,0,"Y","N",1,3,""
215,2022,13,6,"GT, SA, TM, HA",4,1315,"1336",21,84,"Lakehouse","FM_BH_39","BH",39,"SALVAGE","SALVAGE",2010,"SUNNY, WINDY, 79","4.8",37.541326,105.40836,11,"PIPO","L",35.3,10.5,7.9,75.23809524,0,"N","N",4,2,""
216,2022,13,6,"GT, SA, TM, HA",4,1315,"1336",21,84,"Lakehouse","FM_BH_39","BH",39,"SALVAGE","SALVAGE",2010,"SUNNY, WINDY, 79","4.8",37.541326,105.40836,12,"PSME","L",27.1,10.6,8.7,82.0754717,0,"Y","N",5,4,""
217,2022,13,6,"GT, SA, TM, HA",4,1315,"1336",21,84,"Lakehouse","FM_BH_39","BH",39,"SALVAGE","SALVAGE",2010,"SUNNY, WINDY, 79","4.8",37.541326,105.40836,13,"PIPO","L",41.5,14.3,10.5,73.42657343,0,"N","Y",5,4,""
218,2022,13,6,"GT, SA, TM, HA",4,1315,"1336",21,84,"Lakehouse","FM_BH_39","BH",39,"SALVAGE","SALVAGE",2010,"SUNNY, WINDY, 79","4.8",37.541326,105.40836,14,"PIPO","L",18.5,6.3,2,31.74603175,0,"N","N",1,3,""
219,2022,13,6,"GT, SA, TM, HA",4,1400,"1423",23,92,"Lakehouse","FM_BH_28","BH",28,"SHELTERWOOD","SHELTERWOOD",2019,"SUNNY, WINDY","2.4",37.537751,105.397457,1,"PSME","L",18.9,9.8,6.1,62.24489796,0,"N","N",5,4,""
220,2022,13,6,"GT, SA, TM, HA",4,1400,"1423",23,92,"Lakehouse","FM_BH_28","BH",28,"SHELTERWOOD","SHELTERWOOD",2019,"SUNNY, WINDY","2.4",37.537751,105.397457,2,"POTR","L",27.3,12.5,5.3,42.4,20,"N","Y",5,4,"TENT CATERPILLARS"
221,2022,13,6,"GT, SA, TM, HA",4,1400,"1423",23,92,"Lakehouse","FM_BH_28","BH",28,"SHELTERWOOD","SHELTERWOOD",2019,"SUNNY, WINDY","2.4",37.537751,105.397457,3,"POTR","L",32.2,16.1,2.7,16.77018634,50,"N","Y",5,2,""
222,2022,13,6,"GT, SA, TM, HA",4,1400,"1423",23,92,"Lakehouse","FM_BH_28","BH",28,"SHELTERWOOD","SHELTERWOOD",2019,"SUNNY, WINDY","2.4",37.537751,105.397457,4,"PSME","L",23,10.5,6.8,64.76190476,0,"N","N",3,3,""
223,2022,13,6,"GT, SA, TM, HA",4,1400,"1423",23,92,"Lakehouse","FM_BH_28","BH",28,"SHELTERWOOD","SHELTERWOOD",2019,"SUNNY, WINDY","2.4",37.537751,105.397457,5,"POTR","L",37.1,18.1,7.6,41.98895028,0,"Y","Y",5,2,"CANKER"
224,2022,13,6,"GT, SA, TM, HA",4,1400,"1423",23,92,"Lakehouse","FM_BH_28","BH",28,"SHELTERWOOD","SHELTERWOOD",2019,"SUNNY, WINDY","2.4",37.537751,105.397457,6,"POTR","L",36.5,17.1,5.2,30.40935673,10,"Y","Y",4,3,""
225,2022,13,6,"GT, SA, TM, HA",4,1400,"1423",23,92,"Lakehouse","FM_BH_28","BH",28,"SHELTERWOOD","SHELTERWOOD",2019,"SUNNY, WINDY","2.4",37.537751,105.397457,7,"POTR","D",26.1,16.9,NA,NA,NA,NA,NA,NA,NA,""
226,2022,13,6,"GT, SA, TM, HA",4,1400,"1423",23,92,"Lakehouse","FM_BH_28","BH",28,"SHELTERWOOD","SHELTERWOOD",2019,"SUNNY, WINDY","2.4",37.537751,105.397457,8,"POTR","L",35.3,18.9,4.8,25.3968254,20,"Y","Y",5,3,""
227,2022,13,6,"GT, SA, TM, HA",4,1400,"1423",23,92,"Lakehouse","FM_BH_28","BH",28,"SHELTERWOOD","SHELTERWOOD",2019,"SUNNY, WINDY","2.4",37.537751,105.397457,9,"POTR","D",27.9,15.5,NA,NA,NA,"Y","Y",NA,NA,""
228,2022,13,6,"GT, SA, TM, HA",4,1400,"1423",23,92,"Lakehouse","FM_BH_28","BH",28,"SHELTERWOOD","SHELTERWOOD",2019,"SUNNY, WINDY","2.4",37.537751,105.397457,10,"PSME","L",37.4,15.7,8.4,53.50318471,0,"N","N",3,3,""
229,2022,13,6,"GT, SA, TM, HA",4,1400,"1423",23,92,"Lakehouse","FM_BH_28","BH",28,"SHELTERWOOD","SHELTERWOOD",2019,"SUNNY, WINDY","2.4",37.537751,105.397457,11,"POTR","L",34.8,18.3,1.8,9.836065574,5,"Y","Y",4,2,""
230,2022,13,6,"GT, SA, TM, HA",4,1400,"1423",23,92,"Lakehouse","FM_BH_28","BH",28,"SHELTERWOOD","SHELTERWOOD",2019,"SUNNY, WINDY","2.4",37.537751,105.397457,12,"POTR","L",30.1,16.8,1.8,10.71428571,10,"Y","Y",4,2,"CANKER"
231,2022,13,6,"GT, SA, TM, HA",4,1400,"1423",23,92,"Lakehouse","FM_BH_28","BH",28,"SHELTERWOOD","SHELTERWOOD",2019,"SUNNY, WINDY","2.4",37.537751,105.397457,13,"PSME","L",28.1,13.6,6.3,46.32352941,0,"N","N",5,4,"MECHANICAL DAMAGE"
232,2022,13,6,"GT, SA, TM, HA",4,1400,"1423",23,92,"Lakehouse","FM_BH_28","BH",28,"SHELTERWOOD","SHELTERWOOD",2019,"SUNNY, WINDY","2.4",37.537751,105.397457,14,"PSME","L",15,9.1,3.3,36.26373626,0,"N","N",2,2,"EPICORMIC SPROUTING"
233,2022,13,6,"GT, SA, TM, HA",4,1400,"1423",23,92,"Lakehouse","FM_BH_28","BH",28,"SHELTERWOOD","SHELTERWOOD",2019,"SUNNY, WINDY","2.4",37.537751,105.397457,15,"POTR","L",26.2,13.6,6.1,44.85294118,0,"N","N",5,4,""
234,2022,13,6,"GT, SA, TM, HA",4,1400,"1423",23,92,"Lakehouse","FM_BH_28","BH",28,"SHELTERWOOD","SHELTERWOOD",2019,"SUNNY, WINDY","2.4",37.537751,105.397457,16,"POTR","L",22.2,11.6,4.5,38.79310345,5,"Y","Y",5,4,""
235,2022,13,6,"GT, SA, TM, HA",4,1400,"1423",23,92,"Lakehouse","FM_BH_28","BH",28,"SHELTERWOOD","SHELTERWOOD",2019,"SUNNY, WINDY","2.4",37.537751,105.397457,17,"POTR","L",18.9,12.3,2.9,23.57723577,10,"Y","Y",5,4,"TENT CATERPILLARS"
236,2022,13,6,"GT, SA, TM, HA",4,1400,"1423",23,92,"Lakehouse","FM_BH_28","BH",28,"SHELTERWOOD","SHELTERWOOD",2019,"SUNNY, WINDY","2.4",37.537751,105.397457,18,"POTR","L",24.6,13.2,5.3,40.15151515,5,"Y","Y",4,2,""
237,2022,13,6,"GT, SA, TM, HA",4,1400,"1423",23,92,"Lakehouse","FM_BH_28","BH",28,"SHELTERWOOD","SHELTERWOOD",2019,"SUNNY, WINDY","2.4",37.537751,105.397457,19,"PSME","L",11.4,5.5,4.7,85.45454545,0,"N","N",0,3,""
238,2022,13,6,"GT, SA, TM, HA",4,1400,"1423",23,92,"Lakehouse","FM_BH_28","BH",28,"SHELTERWOOD","SHELTERWOOD",2019,"SUNNY, WINDY","2.4",37.537751,105.397457,20,"PSME","L",15.8,4.8,3.4,70.83333333,5,"N","N",2,3,"MECHANICAL DAMAGE"
239,2022,13,6,"GT, SA, TM, HA",4,1400,"1423",23,92,"Lakehouse","FM_BH_28","BH",28,"SHELTERWOOD","SHELTERWOOD",2019,"SUNNY, WINDY","2.4",37.537751,105.397457,21,"PSME","L",37,17.1,12.5,73.0994152,0,"N","N",4,2,""
240,2022,13,6,"GT, SA, TM, HA",4,1438,"1459",21,84,"Lakehouse","FM_BH_26","BH",26,"SHELTERWOOD","SHELTERWOOD/THIN FROM BELOW",2019,"CLEAR","3.4",37.535865,105.39807,1,"PSME","L",25.8,6.2,5.7,91.93548387,0,"Y","N",5,4,""
241,2022,13,6,"GT, SA, TM, HA",4,1438,"1459",21,84,"Lakehouse","FM_BH_26","BH",26,"SHELTERWOOD","SHELTERWOOD/THIN FROM BELOW",2019,"CLEAR","3.4",37.535865,105.39807,2,"PIPO","L",34.1,12.1,9.3,76.85950413,0,"N","N",4,2,""
242,2022,13,6,"GT, SA, TM, HA",4,1438,"1459",21,84,"Lakehouse","FM_BH_26","BH",26,"SHELTERWOOD","SHELTERWOOD/THIN FROM BELOW",2019,"CLEAR","3.4",37.535865,105.39807,3,"PIPO","L",45.3,12,7.2,60,0,"N","N",3,2,""
243,2022,13,6,"GT, SA, TM, HA",4,1438,"1459",21,84,"Lakehouse","FM_BH_26","BH",26,"SHELTERWOOD","SHELTERWOOD/THIN FROM BELOW",2019,"CLEAR","3.4",37.535865,105.39807,4,"PIPO","L",27.8,8.4,5.8,69.04761905,0,"N","N",5,3,""
244,2022,13,6,"GT, SA, TM, HA",4,1438,"1459",21,84,"Lakehouse","FM_BH_26","BH",26,"SHELTERWOOD","SHELTERWOOD/THIN FROM BELOW",2019,"CLEAR","3.4",37.535865,105.39807,5,"PIPO","L",32.3,12.2,9.8,80.32786885,0,"N","N",5,2,""
245,2022,13,6,"GT, SA, TM, HA",4,1438,"1459",21,84,"Lakehouse","FM_BH_26","BH",26,"SHELTERWOOD","SHELTERWOOD/THIN FROM BELOW",2019,"CLEAR","3.4",37.535865,105.39807,6,"PSME","D",21.5,8.8,NA,NA,NA,"Y","N",NA,NA,""
246,2022,13,6,"GT, SA, TM, HA",4,1438,"1459",21,84,"Lakehouse","FM_BH_26","BH",26,"SHELTERWOOD","SHELTERWOOD/THIN FROM BELOW",2019,"CLEAR","3.4",37.535865,105.39807,7,"POTR","L",27.2,10.5,5.4,51.42857143,5,"N","Y",5,1,""
247,2022,13,6,"GT, SA, TM, HA",4,1438,"1459",21,84,"Lakehouse","FM_BH_26","BH",26,"SHELTERWOOD","SHELTERWOOD/THIN FROM BELOW",2019,"CLEAR","3.4",37.535865,105.39807,8,"PSME","L",15.5,6.4,5.7,89.0625,0,"Y","N",5,3,""
248,2022,13,6,"GT, SA, TM, HA",4,1438,"1459",21,84,"Lakehouse","FM_BH_26","BH",26,"SHELTERWOOD","SHELTERWOOD/THIN FROM BELOW",2019,"CLEAR","3.4",37.535865,105.39807,9,"PSME","L",11.2,5.4,4.7,87.03703704,0,"Y","N",5,3,""
249,2022,13,6,"GT, SA, TM, HA",4,1438,"1459",21,84,"Lakehouse","FM_BH_26","BH",26,"SHELTERWOOD","SHELTERWOOD/THIN FROM BELOW",2019,"CLEAR","3.4",37.535865,105.39807,10,"POTR","L",27.3,9,3.2,35.55555556,5,"N","Y",5,4,""
250,2022,13,6,"GT, SA, TM, HA",4,1438,"1459",21,84,"Lakehouse","FM_BH_26","BH",26,"SHELTERWOOD","SHELTERWOOD/THIN FROM BELOW",2019,"CLEAR","3.4",37.535865,105.39807,11,"PIPO","L",57.5,14.8,10.2,68.91891892,0,"N","N",5,1,""
251,2022,13,6,"GT, SA, TM, HA",4,1438,"1459",21,84,"Lakehouse","FM_BH_26","BH",26,"SHELTERWOOD","SHELTERWOOD/THIN FROM BELOW",2019,"CLEAR","3.4",37.535865,105.39807,12,"PSME","L",27,9.9,7.8,78.78787879,0,"N","N",2,3,"LOTS OF SPROUTING"
252,2022,13,6,"GT, SA, TM, HA",4,1438,"1459",21,84,"Lakehouse","FM_BH_26","BH",26,"SHELTERWOOD","SHELTERWOOD/THIN FROM BELOW",2019,"CLEAR","3.4",37.535865,105.39807,13,"PSME","L",45.8,16.6,13.6,81.92771084,0,"N","N",5,4,""
253,2022,10,6,"GT, SA, TM",3,847,"909",22,66,"Lakehouse","FM_BC_31","BC",31,"SHELTERWOOD","SHELTERWOOD/THIN FROM BELOW",2019,"CLEAR","3.2",37.537193,105.386909,1,"PIPO","L",29.9,12.1,8.6,71.07438017,0,"N","N",5,4,""
254,2022,10,6,"GT, SA, TM",3,847,"909",22,66,"Lakehouse","FM_BC_31","BC",31,"SHELTERWOOD","SHELTERWOOD/THIN FROM BELOW",2019,"CLEAR","3.2",37.537193,105.386909,2,"POTR","L",31.6,8,3.4,42.5,0,"Y","Y",4,4,""
255,2022,10,6,"GT, SA, TM",3,847,"909",22,66,"Lakehouse","FM_BC_31","BC",31,"SHELTERWOOD","SHELTERWOOD/THIN FROM BELOW",2019,"CLEAR","3.2",37.537193,105.386909,3,"PSME","L",33,14.2,9.1,64.08450704,0,"N","N",5,4,""
256,2022,10,6,"GT, SA, TM",3,847,"909",22,66,"Lakehouse","FM_BC_31","BC",31,"SHELTERWOOD","SHELTERWOOD/THIN FROM BELOW",2019,"CLEAR","3.2",37.537193,105.386909,4,"PIPO","L",28.6,13.2,8.6,65.15151515,0,"N","N",5,4,""
257,2022,10,6,"GT, SA, TM",3,847,"909",22,66,"Lakehouse","FM_BC_31","BC",31,"SHELTERWOOD","SHELTERWOOD/THIN FROM BELOW",2019,"CLEAR","3.2",37.537193,105.386909,5,"PIPO","L",31.4,11.3,8.5,75.22123894,0,"N","N",5,4,""
258,2022,10,6,"GT, SA, TM",3,935,"949",14,42,"Lakehouse","FM_BC_36","BC",36,"UNKNOWN","UNKNOWN",2010,"SUNNY, 72","5.2",37.532099,105.391341,1,"PIPO","L",52,14.3,9.1,63.63636364,0,"N","N",5,4,""
259,2022,10,6,"GT, SA, TM",3,1000,"1040",40,120,"Lakehouse","FM_BC_37","BC",37,"UNKNOWN","UNKNOWN",2010,"SUNNY, CLEAR","2.6",37.529086,105.392525,1,"PSME","L",30.2,13.1,6.6,50.38167939,0,"N","N",5,4,""
260,2022,10,6,"GT, SA, TM",3,1000,"1040",40,120,"Lakehouse","FM_BC_37","BC",37,"UNKNOWN","UNKNOWN",2010,"SUNNY, CLEAR","2.6",37.529086,105.392525,2,"PSME","L",27.9,13.4,6.4,47.76119403,0,"N","N",5,4,""
261,2022,10,6,"GT, SA, TM",3,1000,"1040",40,120,"Lakehouse","FM_BC_37","BC",37,"UNKNOWN","UNKNOWN",2010,"SUNNY, CLEAR","2.6",37.529086,105.392525,3,"PSME","L",26.8,11.5,3.5,30.43478261,0,"N","N",5,4,""
262,2022,10,6,"GT, SA, TM",3,1000,"1040",40,120,"Lakehouse","FM_BC_37","BC",37,"UNKNOWN","UNKNOWN",2010,"SUNNY, CLEAR","2.6",37.529086,105.392525,4,"PSME","L",33.6,12.2,7.2,59.01639344,0,"N","N",5,4,""
263,2022,10,6,"GT, SA, TM",3,1000,"1040",40,120,"Lakehouse","FM_BC_37","BC",37,"UNKNOWN","UNKNOWN",2010,"SUNNY, CLEAR","2.6",37.529086,105.392525,5,"PSME","L",38,11.9,8.7,73.1092437,0,"N","N",5,4,""
264,2022,10,6,"GT, SA, TM",3,1000,"1040",40,120,"Lakehouse","FM_BC_37","BC",37,"UNKNOWN","UNKNOWN",2010,"SUNNY, CLEAR","2.6",37.529086,105.392525,6,"PSME","L",26.3,11.4,7.7,67.54385965,0,"Y","N",5,4,""
265,2022,10,6,"GT, SA, TM",3,1000,"1040",40,120,"Lakehouse","FM_BC_37","BC",37,"UNKNOWN","UNKNOWN",2010,"SUNNY, CLEAR","2.6",37.529086,105.392525,7,"PSME","L",36,12.5,6.7,53.6,0,"N","N",5,4,"BARK LOOKS LIGHT ON E SIDE"
266,2022,10,6,"GT, SA, TM",3,1000,"1040",40,120,"Lakehouse","FM_BC_37","BC",37,"UNKNOWN","UNKNOWN",2010,"SUNNY, CLEAR","2.6",37.529086,105.392525,8,"PSME","L",26.2,11.8,6.6,55.93220339,0,"N","N",4,4,""
267,2022,10,6,"GT, SA, TM",3,1000,"1040",40,120,"Lakehouse","FM_BC_37","BC",37,"UNKNOWN","UNKNOWN",2010,"SUNNY, CLEAR","2.6",37.529086,105.392525,9,"PSME","L",32.5,12.8,9.9,77.34375,0,"N","N",4,4,""
268,2022,10,6,"GT, SA, TM",3,1000,"1040",40,120,"Lakehouse","FM_BC_37","BC",37,"UNKNOWN","UNKNOWN",2010,"SUNNY, CLEAR","2.6",37.529086,105.392525,10,"PSME","D",21,1.7,NA,NA,NA,NA,NA,NA,NA,"WIND SNAPPED"
269,2022,10,6,"GT, SA, TM",3,1000,"1040",40,120,"Lakehouse","FM_BC_37","BC",37,"UNKNOWN","UNKNOWN",2010,"SUNNY, CLEAR","2.6",37.529086,105.392525,11,"PSME","L",36.5,14.1,10.6,75.17730496,0,"N","N",5,4,""
270,2022,10,6,"GT, SA, TM",3,1000,"1040",40,120,"Lakehouse","FM_BC_37","BC",37,"UNKNOWN","UNKNOWN",2010,"SUNNY, CLEAR","2.6",37.529086,105.392525,12,"PIPO","L",55.4,16.4,10.4,63.41463415,0,"N","N",5,4,"DEAD BRANCHES HAVE GALLERIES"
271,2022,10,6,"GT, SA, TM",3,1053,"1118",25,75,"Lakehouse","FM_BC_33","BC",33,"SHELTERWOOD","SHELTERWOOD/THIN FROM BELOW",2019,"SUNNY, 74","20.6",37.530324,105.389105,1,"PIPO","L",26.9,13.4,8.7,64.92537313,0,"N","N",5,4,"SLOPES: 20.6 FROM S; 4 FROM N; OLD BRANCHES ON TREE HAS GALLERIES"
272,2022,10,6,"GT, SA, TM",3,1053,"1118",25,75,"Lakehouse","FM_BC_33","BC",33,"SHELTERWOOD","SHELTERWOOD/THIN FROM BELOW",2019,"SUNNY, 74","20.6",37.530324,105.389105,2,"PIPO","L",39.6,18.8,8.7,46.27659574,0,"N","N",4,2,"OLD BRANCHES HAVEGALLERIES"
273,2022,10,6,"GT, SA, TM",3,1053,"1118",25,75,"Lakehouse","FM_BC_33","BC",33,"SHELTERWOOD","SHELTERWOOD/THIN FROM BELOW",2019,"SUNNY, 74","20.6",37.530324,105.389105,3,"PIPO","L",52,15.4,12.4,80.51948052,0,"N","N",4,2,"OLD BRANCHES HAVEGALLERIES"
274,2022,10,6,"GT, SA, TM",3,1053,"1118",25,75,"Lakehouse","FM_BC_33","BC",33,"SHELTERWOOD","SHELTERWOOD/THIN FROM BELOW",2019,"SUNNY, 74","20.6",37.530324,105.389105,4,"PIEN","L",16.9,4.5,3.7,82.22222222,0,"Y","N",1,3,"FUNGUS; UNWELL"
275,2022,10,6,"GT, SA, TM",3,1053,"1118",25,75,"Lakehouse","FM_BC_33","BC",33,"SHELTERWOOD","SHELTERWOOD/THIN FROM BELOW",2019,"SUNNY, 74","20.6",37.530324,105.389105,5,"PIPO","L",46.1,13.5,10.8,80,0,"Y","N",4,2,""
276,2022,10,6,"GT, SA, TM",3,1227,"1300",33,99,"Lakehouse","FM_BC_32","BC",32,"SHELTERWOOD","SHELTERWOOD/THIN FROM BELOW",2019,"SUNNY, CLEAR","GIS",37.532759,105.387637,1,"PSME","L",17.4,8.7,7.1,81.6091954,0,"N","N",5,2,""
277,2022,10,6,"GT, SA, TM",3,1227,"1300",33,99,"Lakehouse","FM_BC_32","BC",32,"SHELTERWOOD","SHELTERWOOD/THIN FROM BELOW",2019,"SUNNY, CLEAR","GIS",37.532759,105.387637,2,"PSME","L",22.3,8.8,7.2,81.81818182,0,"N","N",4,2,""
278,2022,10,6,"GT, SA, TM",3,1227,"1300",33,99,"Lakehouse","FM_BC_32","BC",32,"SHELTERWOOD","SHELTERWOOD/THIN FROM BELOW",2019,"SUNNY, CLEAR","GIS",37.532759,105.387637,3,"PIPO","L",16.5,6.7,4.2,62.68656716,0,"N","N",4,2,""
279,2022,10,6,"GT, SA, TM",3,1227,"1300",33,99,"Lakehouse","FM_BC_32","BC",32,"SHELTERWOOD","SHELTERWOOD/THIN FROM BELOW",2019,"SUNNY, CLEAR","GIS",37.532759,105.387637,4,"PIPO","L",10.2,4,3.1,77.5,0,"N","N",4,3,""
280,2022,10,6,"GT, SA, TM",3,1227,"1300",33,99,"Lakehouse","FM_BC_32","BC",32,"SHELTERWOOD","SHELTERWOOD/THIN FROM BELOW",2019,"SUNNY, CLEAR","GIS",37.532759,105.387637,5,"JUSC","L",13.4,4.8,3.7,77.08333333,0,"Y","N",3,3,""
281,2022,10,6,"GT, SA, TM",3,1227,"1300",33,99,"Lakehouse","FM_BC_32","BC",32,"SHELTERWOOD","SHELTERWOOD/THIN FROM BELOW",2019,"SUNNY, CLEAR","GIS",37.532759,105.387637,6,"PIPO","L",27,10.4,6.9,66.34615385,0,"N","N",5,2,""
282,2022,10,6,"GT, SA, TM",3,1227,"1300",33,99,"Lakehouse","FM_BC_32","BC",32,"SHELTERWOOD","SHELTERWOOD/THIN FROM BELOW",2019,"SUNNY, CLEAR","GIS",37.532759,105.387637,7,"PIPO","L",10.7,4.5,3.2,71.11111111,0,"N","N",5,3,""
283,2022,10,6,"GT, SA, TM",3,1227,"1300",33,99,"Lakehouse","FM_BC_32","BC",32,"SHELTERWOOD","SHELTERWOOD/THIN FROM BELOW",2019,"SUNNY, CLEAR","GIS",37.532759,105.387637,8,"PIPO","L",10.6,4.9,3.8,77.55102041,0,"N","N",5,3,""
284,2022,10,6,"GT, SA, TM",3,1227,"1300",33,99,"Lakehouse","FM_BC_32","BC",32,"SHELTERWOOD","SHELTERWOOD/THIN FROM BELOW",2019,"SUNNY, CLEAR","GIS",37.532759,105.387637,9,"PIPO","L",13.5,7,5.1,72.85714286,0,"N","N",4,3,""
285,2022,10,6,"GT, SA, TM",3,1227,"1300",33,99,"Lakehouse","FM_BC_32","BC",32,"SHELTERWOOD","SHELTERWOOD/THIN FROM BELOW",2019,"SUNNY, CLEAR","GIS",37.532759,105.387637,10,"PIPO","L",12.8,7.2,5.6,77.77777778,0,"N","N",4,3,""
286,2022,10,6,"GT, SA, TM",3,1227,"1300",33,99,"Lakehouse","FM_BC_32","BC",32,"SHELTERWOOD","SHELTERWOOD/THIN FROM BELOW",2019,"SUNNY, CLEAR","GIS",37.532759,105.387637,11,"PIPO","L",12,6.4,3.1,48.4375,0,"N","N",4,3,""
287,2022,10,6,"GT, SA, TM",3,1227,"1300",33,99,"Lakehouse","FM_BC_32","BC",32,"SHELTERWOOD","SHELTERWOOD/THIN FROM BELOW",2019,"SUNNY, CLEAR","GIS",37.532759,105.387637,12,"PIPO","L",13,5.5,4.6,83.63636364,0,"N","N",4,3,""
288,2022,10,6,"GT, SA, TM",3,1227,"1300",33,99,"Lakehouse","FM_BC_32","BC",32,"SHELTERWOOD","SHELTERWOOD/THIN FROM BELOW",2019,"SUNNY, CLEAR","GIS",37.532759,105.387637,13,"PIPO","L",14.6,8.5,6.5,76.47058824,0,"N","N",4,2,""
289,2022,10,6,"GT, SA, TM",3,1227,"1300",33,99,"Lakehouse","FM_BC_32","BC",32,"SHELTERWOOD","SHELTERWOOD/THIN FROM BELOW",2019,"SUNNY, CLEAR","GIS",37.532759,105.387637,14,"PIEN","L",12.5,3.4,2.1,61.76470588,5,"N","N",4,3,""
290,2022,10,6,"GT, SA, TM",3,1227,"1300",33,99,"Lakehouse","FM_BC_32","BC",32,"SHELTERWOOD","SHELTERWOOD/THIN FROM BELOW",2019,"SUNNY, CLEAR","GIS",37.532759,105.387637,15,"PIPO","L",14.1,6.4,5.2,81.25,0,"Y","N",5,3,""
291,2022,10,6,"GT, SA, TM",3,1227,"1300",33,99,"Lakehouse","FM_BC_32","BC",32,"SHELTERWOOD","SHELTERWOOD/THIN FROM BELOW",2019,"SUNNY, CLEAR","GIS",37.532759,105.387637,16,"UNK","D",33.3,1.4,NA,NA,NA,NA,NA,NA,NA,"SNAG, WIND SNAPPED"
292,2022,10,6,"GT, SA, TM",3,1227,"1300",33,99,"Lakehouse","FM_BC_32","BC",32,"SHELTERWOOD","SHELTERWOOD/THIN FROM BELOW",2019,"SUNNY, CLEAR","GIS",37.532759,105.387637,17,"PIPO","L",25.7,10.3,8.9,86.40776699,0,"N","N",5,2,"MANY BRANCHS SNAPPED OFF WIND"
